,loss,c1_loss,c2_loss,c3_loss,c4_loss,c1_acc,c2_acc,c3_acc,c4_acc,accuracy
0,26.312496185302734,6.281671524047852,6.7796525955200195,6.355172157287598,6.895999908447266,0.0,0.0,0.09375,0.0,0.0
1,28.350231170654297,7.525699615478516,6.616237640380859,6.167546272277832,8.040749549865723,0.0,0.03125,0.0625,0.03125,0.0
2,25.760913848876953,6.782699108123779,6.567005157470703,5.834089279174805,6.577120780944824,0.0,0.0,0.0,0.0,0.0
3,21.739131927490234,4.839688301086426,5.719496726989746,5.254703998565674,5.9252424240112305,0.0625,0.09375,0.125,0.03125,0.0
4,22.049365997314453,5.53730583190918,5.547418594360352,5.579845905303955,5.384796142578125,0.0625,0.0625,0.0625,0.03125,0.0
5,23.265769958496094,5.937723159790039,5.650969982147217,5.587220191955566,6.0898542404174805,0.0,0.0,0.0625,0.0625,0.0
6,22.945476531982422,5.8947367668151855,5.8259148597717285,5.265694618225098,5.959129810333252,0.0,0.0,0.03125,0.03125,0.0
7,19.646251678466797,4.608406066894531,4.567740440368652,5.277421951293945,5.192683696746826,0.09375,0.03125,0.03125,0.03125,0.0
8,22.022449493408203,5.477646350860596,5.6420207023620605,5.543454647064209,5.359328269958496,0.0,0.0,0.03125,0.03125,0.0
9,20.800579071044922,5.083258628845215,5.528027534484863,5.021538257598877,5.167756080627441,0.0,0.0,0.0,0.0,0.0
10,21.235456466674805,5.099468231201172,5.50352668762207,5.407182693481445,5.225278854370117,0.0,0.0,0.03125,0.0,0.0
11,18.053747177124023,4.26735258102417,4.7526445388793945,4.4765424728393555,4.5572075843811035,0.0625,0.0,0.03125,0.09375,0.0
12,18.109302520751953,4.590872287750244,4.332030296325684,4.396238327026367,4.790162086486816,0.09375,0.0625,0.125,0.03125,0.0
13,18.06220245361328,4.465666770935059,4.671888828277588,4.615915775299072,4.308732032775879,0.09375,0.09375,0.1875,0.0625,0.0
14,15.549442291259766,3.7900965213775635,3.9407787322998047,3.9903736114501953,3.828193426132202,0.15625,0.15625,0.125,0.09375,0.0
15,16.64063835144043,3.6312971115112305,4.335062503814697,4.198293209075928,4.475985527038574,0.15625,0.09375,0.1875,0.15625,0.0
16,18.074321746826172,4.2095794677734375,4.435537338256836,4.681527614593506,4.747677803039551,0.0625,0.09375,0.0625,0.09375,0.0
17,18.520538330078125,4.988624572753906,4.781849384307861,4.370522975921631,4.379540920257568,0.0625,0.03125,0.09375,0.15625,0.0
18,17.243206024169922,4.301464080810547,4.511390686035156,3.7787539958953857,4.651597023010254,0.09375,0.15625,0.1875,0.125,0.0
19,17.122764587402344,4.145173072814941,4.339142799377441,4.460878372192383,4.177570343017578,0.125,0.03125,0.125,0.03125,0.0
