epoch;c1_acc;c1_loss;c2_acc;c2_loss;c3_acc;c3_loss;c4_acc;c4_loss;loss;val_c1_acc;val_c1_loss;val_c2_acc;val_c2_loss;val_c3_acc;val_c3_loss;val_c4_acc;val_c4_loss;val_loss
0;0.8095550537109375;1.0904266306220962;0.8126739501953125;1.0478515229944605;0.817340087890625;1.0314868255554757;0.830230712890625;1.0099622290745174;4.1797272067866285;0.7247314453125;1.209033039677888;0.6529052734375;1.3818073388189078;0.6529296875;1.3838983370456845;0.6779541015625;1.385414951434359;5.360153665393591
1;0.9453155517578125;0.5847334840957046;0.9429229736328125;0.5756980704845773;0.9427337646484375;0.5740827741854446;0.943902587890625;0.5911108123993472;2.325625140297052;0.4402099609375;2.333055675774813;0.4029541015625;2.521701812837273;0.4061279296875;2.580188198387623;0.4285400390625;2.4669730911031365;9.901918781548739
2;0.94747314453125;0.5684604338148347;0.9461883544921875;0.5569988307302992;0.9460479736328125;0.553767131976565;0.946136474609375;0.5767607992496778;2.2559871960518647;0.8871337890625;0.6115188242692966;0.8654296875;0.6773029789939755;0.869091796875;0.6586126941954717;0.897705078125;0.5749086654686835;2.5223431616090237
3;0.9474365234375;0.5639200451720171;0.946337890625;0.5553518759390499;0.9461578369140625;0.5535120856782669;0.9462158203125;0.5751803555467632;2.2479643606959145;0.3958984375;2.497297151759267;0.386083984375;2.6631133493967356;0.3904052734375;2.6770753538236023;0.39375;2.582389266137034;10.419875127449632
4;0.94951171875;0.5396799265448863;0.948760986328125;0.5304123541074659;0.9485565185546875;0.5301682672296011;0.9480316162109375;0.5505028383886383;2.150763387125335;0.1466796875;4.217076467908919;0.1634033203125;4.59629919026047;0.159521484375;4.717140449769795;0.1739990234375;4.189355636574328;17.719871736317874
5;0.9500274658203125;0.5288944929739955;0.94931640625;0.5202107646955483;0.9492584228515625;0.5188596407248042;0.948309326171875;0.5398239058344189;2.1077888032974443;0.87548828125;0.791528336936608;0.8218994140625;0.8856519600143656;0.8207763671875;0.9068503712769598;0.8369873046875;0.9158824118319899;3.4999130856245757
6;0.9493499755859375;0.5285923785399064;0.9489410400390625;0.5223900559114554;0.94866943359375;0.5191842970232756;0.9476898193359375;0.5393720233096246;2.109538753814559;0.976123046875;0.34442376500810495;0.9664306640625;0.3662524774146732;0.9614990234375;0.3804084903211333;0.9712890625;0.38015850709052756;1.4712432372849436
7;0.9463958740234375;0.5520175365174509;0.9460906982421875;0.5407551534559388;0.9458526611328125;0.538199230547798;0.9446258544921875;0.5622053502778727;2.1931772710202493;0.8398681640625;1.2760993061587214;0.7969482421875;1.2893967295996844;0.796142578125;1.2828023660462349;0.810400390625;1.3567953339312226;5.2050937440246345
8;0.91463623046875;0.7819411883298016;0.9136871337890625;0.7716778175217769;0.913519287109375;0.7711415257657791;0.9123809814453125;0.7959955991176685;3.1207561314702614;0.95400390625;0.7595579255837948;0.9165771484375;0.7327159526757896;0.9103515625;0.7535591177176684;0.9274658203125;0.8620239143259824;3.107856909930706
9;0.9485809326171875;0.5259538233272906;0.948236083984375;0.5165141783161744;0.9479339599609375;0.5155940489197747;0.946868896484375;0.5359240458206841;2.09398609741329;0.0357666015625;6.183747897669673;0.030419921875;7.687040921673178;0.0448486328125;7.001439328491688;0.054443359375;6.400550366193056;27.272778514027596
