epoch;c1_acc;c1_loss;c2_acc;c2_loss;c3_acc;c3_loss;c4_acc;c4_loss;loss;val_c1_acc;val_c1_loss;val_c2_acc;val_c2_loss;val_c3_acc;val_c3_loss;val_c4_acc;val_c4_loss;val_loss
0;0.159820556640625;3.5122927603079006;0.24810791015625;3.043505057110451;0.2593994140625;2.9866253351210617;0.286895751953125;2.8753892091917805;12.417812400963157;0.20947265625;3.0340500250458717;0.205810546875;3.51820239238441;0.24365234375;3.176697302609682;0.331787109375;2.580496773123741;12.309446401894093
1;0.7252197265625;0.9313165340863634;0.71875;0.9835453510459047;0.733612060546875;0.9378761137340916;0.787933349609375;0.7174738644389436;3.570211866637692;0.53564453125;1.7115085674449801;0.510986328125;1.8477701707743108;0.52001953125;1.8270198283717036;0.6220703125;1.36379255913198;6.750091206282377
2;0.8690185546875;0.4242113829459413;0.825531005859375;0.5908662632937194;0.82965087890625;0.6071852361783385;0.8800048828125;0.4139012153755175;2.036164093588013;0.699951171875;1.0832136012613773;0.678466796875;1.1812160299159586;0.706787109375;1.0993540873751044;0.775634765625;0.8221616132650524;4.185945330187678
3;0.905120849609375;0.30485539070286904;0.87066650390625;0.4344444551097695;0.8662109375;0.4647658641770249;0.90899658203125;0.316722441384627;1.5207881532260217;0.524658203125;1.767578138038516;0.566162109375;1.6005339622497559;0.497802734375;1.8402165723964572;0.6103515625;1.4098194525577128;6.6181481294333935
4;0.924346923828125;0.24973068860890635;0.889801025390625;0.3632207270911749;0.888916015625;0.3897271417772572;0.91912841796875;0.27906747997985804;1.2817460383812431;0.302001953125;2.8425604589283466;0.286376953125;3.0006627812981606;0.279052734375;2.994081538170576;0.351318359375;2.5580569924786687;11.395361728966236
5;0.93359375;0.2096626163165638;0.906005859375;0.30648032257340674;0.90386962890625;0.32556280771859747;0.9324951171875;0.2292259105051926;1.0709316556167323;0.29052734375;2.888272639364004;0.3291015625;2.8449588865041733;0.302001953125;3.011527983471751;0.3662109375;2.6015032352879643;11.346262820065022
6;0.93707275390625;0.1944845562802584;0.91534423828125;0.2666545039501216;0.912567138671875;0.2877010913198319;0.93731689453125;0.21197701847813732;0.9608171681029489;0.8193359375;0.6204244962427765;0.77880859375;0.7803501870948821;0.78662109375;0.7291285514365882;0.831298828125;0.5570666091516614;2.6869698436930776
7;0.943511962890625;0.17761768950549595;0.922515869140625;0.24626174359400466;0.919830322265625;0.26332953690689465;0.943756103515625;0.1907035839863056;0.8779125540459063;0.532958984375;1.8454531403258443;0.552490234375;1.861877202987671;0.543701171875;1.9079542877152562;0.60546875;1.5728041264228523;7.18808876350522
8;0.946685791015625;0.1628144700134726;0.93048095703125;0.22543921895885433;0.9281005859375;0.23806886854799814;0.946014404296875;0.1760901804709647;0.8024127367389156;0.71728515625;0.9910248292144388;0.7265625;0.965881748823449;0.727783203125;0.9585601426661015;0.77783203125;0.7566808452829719;3.672147562727332
9;0.95233154296875;0.15072351597837041;0.93597412109375;0.20885903748467172;0.9326171875;0.22111061133728072;0.94940185546875;0.17041958926529333;0.7511127530451631;0.410888671875;2.2948420206084847;0.387939453125;2.5805040895938873;0.384765625;2.6454979684203863;0.401123046875;2.5082287760451436;10.029072858393192
10;0.954254150390625;0.14731499653771607;0.937286376953125;0.20752545196228311;0.937896728515625;0.21224568341540362;0.95196533203125;0.16298254900357279;0.7300686803646386;0.416015625;2.3702672803774476;0.39501953125;2.59704174939543;0.3564453125;2.811027331277728;0.423583984375;2.596502202562988;10.374838538467884
11;0.9554443359375;0.13867100380548436;0.939056396484375;0.1944651432190767;0.93963623046875;0.20265340988316893;0.95611572265625;0.15176337646244065;0.6875529323588125;0.433837890625;2.330572558566928;0.443359375;2.3063420318067074;0.451416015625;2.2766855536028743;0.488037109375;2.1326535902917385;9.046253725886345
12;0.956787109375;0.13683949728692824;0.942596435546875;0.1846252591431039;0.9427490234375;0.19334199367085603;0.9549560546875;0.1529095856517415;0.6677163364074659;0.779052734375;0.7818031818605959;0.7646484375;0.8513661951292306;0.75439453125;0.8859124403679743;0.762939453125;0.8245074078440666;3.3435892313718796
13;0.957366943359375;0.13084937234816607;0.946014404296875;0.17668788202672658;0.944061279296875;0.18232257428917364;0.95587158203125;0.1475243393438177;0.6373841673121206;0.42822265625;2.479033046402037;0.408935546875;2.8532151002436876;0.43359375;2.8371954653412104;0.426513671875;2.946179653517902;11.11562329530716
14;0.960479736328125;0.13139984583949627;0.946746826171875;0.17196832707168141;0.9468994140625;0.18071147448790725;0.959228515625;0.14187906143615692;0.6259587106251274;0.945556640625;0.18745386035880074;0.906494140625;0.2852516786660999;0.89111328125;0.3665103462699335;0.9248046875;0.25607423137989827;1.0952901195269078
15;0.961029052734375;0.12560376776355042;0.9515380859375;0.16497107362852148;0.947296142578125;0.1795294431194634;0.95880126953125;0.14047784823878828;0.6105821333621861;0.8779296875;0.4380162265151739;0.830322265625;0.5687398633453995;0.822509765625;0.6046223845332861;0.880615234375;0.4119139533722773;2.0232924222946167
16;0.963104248046875;0.12188918716219632;0.949462890625;0.1660508063969246;0.94989013671875;0.17695152697774574;0.961395263671875;0.13821929632104002;0.6031108180904994;0.958251953125;0.1371122307718906;0.943359375;0.17666492271746392;0.947021484375;0.17193028046676773;0.958740234375;0.13207458056604082;0.6177820131415501
17;0.9630126953125;0.12062519905941826;0.95184326171875;0.15501784179389233;0.952301025390625;0.16735983297121493;0.9632568359375;0.13017220490314685;0.5731750783743337;0.947998046875;0.1698436590959318;0.933349609375;0.19132307141262572;0.9384765625;0.18552996637299657;0.95703125;0.1445958808035357;0.691292573697865
