epoch;c1_acc;c1_loss;c2_acc;c2_loss;c3_acc;c3_loss;c4_acc;c4_loss;loss;val_c1_acc;val_c1_loss;val_c2_acc;val_c2_loss;val_c3_acc;val_c3_loss;val_c4_acc;val_c4_loss;val_loss
0;0.1871337890625;3.378942275303416;0.27154541015625;2.930533643171657;0.288360595703125;2.853308424644638;0.3116455078125;2.7400826152879745;11.902866924647242;0.296142578125;2.791582226753235;0.243408203125;3.1970230769366026;0.27734375;2.9825865887105465;0.311279296875;2.7525191893801093;11.72371108084917
1;0.731170654296875;0.8948786596592981;0.71978759765625;0.9675675051985309;0.73297119140625;0.942798036019667;0.793304443359375;0.6999908294237684;3.505235033808276;0.28466796875;3.008138181641698;0.30615234375;3.0680948216468096;0.32177734375;3.1097698248922825;0.441650390625;2.178843137808144;11.36484593898058
2;0.860687255859375;0.43893228640808957;0.82440185546875;0.6002355470409384;0.824798583984375;0.6221224409382557;0.875213623046875;0.4206518165228772;2.081942086224444;0.128662109375;4.218096271157265;0.12744140625;5.001881590113044;0.13720703125;5.070496413856745;0.178466796875;4.273694183677435;18.5641685500741
3;0.904571533203125;0.30246765035917633;0.869354248046875;0.428332760988269;0.867706298828125;0.46031399105413584;0.90863037109375;0.3071445730020059;1.498258974403143;0.497802734375;1.9831218486651778;0.445556640625;2.332970676012337;0.45947265625;2.2556354282423854;0.49853515625;2.054134175181389;8.625862188637257
4;0.920257568359375;0.2502016283797275;0.89129638671875;0.35711644101684215;0.889373779296875;0.3840679925160657;0.9200439453125;0.26774363812182855;1.259129702229984;0.64013671875;1.2668094485998154;0.68115234375;1.1465956447646022;0.66015625;1.170714552514255;0.6943359375;1.0506365194451064;4.6347561571747065
5;0.9295654296875;0.22264826255377557;0.90350341796875;0.31828852981561795;0.903717041015625;0.33451330250682076;0.930633544921875;0.23694900756800052;1.1123991020285757;0.34912109375;2.697730434127152;0.341796875;2.807847839780152;0.36962890625;2.699988546781242;0.408203125;2.485306858085096;10.690873637795448
6;0.935516357421875;0.19774760669133684;0.91302490234375;0.28520620432755095;0.91156005859375;0.2975943155515779;0.938323974609375;0.20586010087572504;0.9864082265557954;0.284912109375;2.9670907091349363;0.239013671875;3.242082940414548;0.240966796875;3.1590090915560722;0.22802734375;3.5629193857312202;12.931102134287357
7;0.9437255859375;0.17862951639745006;0.918914794921875;0.25673420582279505;0.918060302734375;0.2770670894133218;0.943756103515625;0.19714103760270518;0.9095718492171727;0.824462890625;0.5837886028457433;0.82568359375;0.5831631696783006;0.79296875;0.6802307211328298;0.8603515625;0.48704853717936203;2.3342310236766934
8;0.947174072265625;0.16277331240371495;0.9263916015625;0.23624259219650412;0.927581787109375;0.23767744709311955;0.945709228515625;0.18000936211456064;0.816702709897072;0.5654296875;1.6431228695437312;0.59716796875;1.571583949495107;0.59521484375;1.5373889589682221;0.591796875;1.612626335117966;6.364722095429897
9;0.951507568359375;0.16241740371879132;0.933563232421875;0.2209323264323757;0.92919921875;0.2380318837640516;0.95074462890625;0.1721304360535214;0.7935120483161882;0.47509765625;2.156289611943066;0.47412109375;2.2072670431807637;0.464599609375;2.2285430300980806;0.4462890625;2.3442579098045826;8.93635755777359
