,loss,c1_loss,c2_loss,c3_loss,c4_loss,c1_acc,c2_acc,c3_acc,c4_acc,accuracy
0,23.157140731811523,5.728424072265625,5.872506141662598,5.787607192993164,5.76860237121582,0.0,0.03125,0.0,0.0,0.862884521484375
1,25.46306800842285,6.208390235900879,6.788013458251953,6.211541175842285,6.255123138427734,0.0,0.0,0.0625,0.0,0.862884521484375
2,23.373443603515625,5.88099479675293,5.479401588439941,6.157130241394043,5.855917453765869,0.0,0.03125,0.03125,0.0,0.862884521484375
3,18.828472137451172,4.666443824768066,4.617332458496094,4.825068473815918,4.7196269035339355,0.09375,0.125,0.09375,0.1875,0.862884521484375
4,21.826908111572266,5.379768371582031,4.8468828201293945,5.8758111000061035,5.7244462966918945,0.0625,0.0625,0.0,0.0625,0.862884521484375
5,17.043027877807617,4.000043869018555,3.8789303302764893,4.623554706573486,4.540498733520508,0.25,0.21875,0.21875,0.1875,0.862884521484375
6,22.564010620117188,5.653165817260742,5.805513858795166,5.167014122009277,5.938316822052002,0.03125,0.03125,0.03125,0.03125,0.862884521484375
7,18.755231857299805,4.810000419616699,4.737006187438965,4.375885963439941,4.832339286804199,0.1875,0.09375,0.125,0.125,0.862884521484375
8,20.41523551940918,4.93904447555542,5.0525712966918945,5.076148509979248,5.347471714019775,0.03125,0.03125,0.03125,0.0,0.862884521484375
9,19.903648376464844,5.171866416931152,4.846668720245361,4.812602519989014,5.072510719299316,0.09375,0.125,0.0625,0.0,0.862884521484375
10,19.543420791625977,4.805019378662109,4.919907569885254,4.6090087890625,5.209485054016113,0.0625,0.09375,0.09375,0.03125,0.862884521484375
11,18.032848358154297,4.357222557067871,4.755793571472168,4.282034873962402,4.637796401977539,0.125,0.1875,0.125,0.21875,0.862884521484375
12,19.432693481445312,5.211596488952637,4.907146453857422,4.986537933349609,4.3274126052856445,0.0,0.0625,0.03125,0.03125,0.862884521484375
13,18.488340377807617,4.583012580871582,4.640597820281982,4.608790397644043,4.655940532684326,0.09375,0.0625,0.03125,0.0625,0.862884521484375
14,19.628358840942383,4.765103340148926,5.079991817474365,5.042435646057129,4.740828037261963,0.03125,0.03125,0.0,0.0,0.862884521484375
15,17.06307029724121,4.112353324890137,4.894261837005615,4.40520715713501,3.651249408721924,0.09375,0.03125,0.0625,0.21875,0.862884521484375
16,17.310420989990234,4.361782073974609,4.136236190795898,4.626862049102783,4.185542106628418,0.125,0.125,0.0625,0.0625,0.862884521484375
17,18.494354248046875,4.6844987869262695,4.2823638916015625,4.871379852294922,4.656112194061279,0.125,0.09375,0.0,0.125,0.862884521484375
18,19.993432998657227,4.969555854797363,4.992397785186768,5.121014595031738,4.910464286804199,0.0,0.0625,0.0,0.03125,0.862884521484375
19,17.64453887939453,4.332828044891357,4.589349269866943,4.379295825958252,4.343066215515137,0.125,0.09375,0.09375,0.09375,0.862884521484375
20,17.183021545410156,4.331871032714844,3.9781856536865234,4.346649169921875,4.526314735412598,0.0625,0.15625,0.09375,0.03125,0.862884521484375
21,19.450721740722656,4.819833278656006,4.808320999145508,4.845716953277588,4.976851463317871,0.0,0.0,0.03125,0.0,0.862884521484375
22,17.464889526367188,4.514562129974365,4.149638652801514,4.297179698944092,4.503510475158691,0.0625,0.09375,0.0625,0.0625,0.862884521484375
23,18.825716018676758,4.779598236083984,4.641753196716309,4.841128349304199,4.563236236572266,0.0,0.0,0.03125,0.03125,0.862884521484375
24,18.66203498840332,4.886802673339844,4.739716053009033,4.575071811676025,4.460445404052734,0.03125,0.03125,0.03125,0.0625,0.862884521484375
25,19.37863540649414,4.797972202301025,4.698079586029053,5.219583511352539,4.66300106048584,0.0,0.03125,0.0,0.0,0.862884521484375
26,18.621536254882812,4.608578681945801,4.741652488708496,4.767594337463379,4.503710746765137,0.03125,0.03125,0.03125,0.03125,0.862884521484375
27,19.85974884033203,4.833639621734619,4.836353302001953,5.027646064758301,5.162111282348633,0.03125,0.0,0.0,0.0,0.862884521484375
28,18.26093864440918,4.527799606323242,4.538425445556641,4.704379081726074,4.4903340339660645,0.0,0.03125,0.03125,0.0,0.862884521484375
29,18.039424896240234,4.3833699226379395,4.406684875488281,4.361091613769531,4.888279914855957,0.0625,0.03125,0.125,0.03125,0.862884521484375
30,18.129411697387695,4.488476753234863,4.732507705688477,4.4342546463012695,4.474172115325928,0.03125,0.0,0.0625,0.03125,0.862884521484375
31,18.589000701904297,4.416982650756836,4.597720623016357,4.723933696746826,4.850362777709961,0.0,0.0,0.0,0.0,0.862884521484375
32,17.731304168701172,4.414255619049072,4.54615592956543,4.192867755889893,4.578025817871094,0.03125,0.09375,0.0625,0.0625,0.862884521484375
33,18.90017318725586,4.745959758758545,4.489986419677734,4.960110664367676,4.7041168212890625,0.03125,0.03125,0.0,0.03125,0.862884521484375
34,18.35324478149414,4.273359298706055,4.693148136138916,4.750751495361328,4.635987281799316,0.03125,0.03125,0.0,0.0,0.862884521484375
35,18.02251434326172,4.41806697845459,4.490839004516602,4.632126808166504,4.481480598449707,0.0,0.0,0.0,0.0,0.862884521484375
36,17.74898910522461,4.231069564819336,4.550654888153076,4.475720405578613,4.491544723510742,0.03125,0.03125,0.03125,0.0,0.862884521484375
37,18.653209686279297,4.808683395385742,4.513141632080078,4.942765235900879,4.388619422912598,0.0,0.03125,0.0,0.0,0.862884521484375
38,18.765769958496094,4.296871185302734,5.114131927490234,4.665892124176025,4.688876152038574,0.0,0.0,0.0625,0.03125,0.862884521484375
39,18.07878303527832,4.642332077026367,4.354137897491455,4.4543023109436035,4.628011703491211,0.0,0.0,0.0,0.0,0.862884521484375
40,19.157312393188477,4.988044261932373,4.55601692199707,4.757358074188232,4.855891704559326,0.0,0.0,0.0,0.0,0.862884521484375
41,16.903697967529297,4.147665977478027,4.264279842376709,4.472553253173828,4.019199371337891,0.03125,0.03125,0.0625,0.0625,0.862884521484375
42,16.82973289489746,4.202576160430908,4.348705291748047,4.198169708251953,4.080282211303711,0.09375,0.0,0.0625,0.03125,0.862884521484375
43,17.663557052612305,4.564687728881836,4.463861465454102,4.339910507202148,4.2950968742370605,0.03125,0.0,0.03125,0.03125,0.862884521484375
44,17.418033599853516,4.60051155090332,4.378340721130371,4.354710578918457,4.084469795227051,0.03125,0.0,0.03125,0.0625,0.862884521484375
45,18.210777282714844,4.357015132904053,4.6143999099731445,4.536063194274902,4.703299522399902,0.0,0.03125,0.03125,0.03125,0.862884521484375
46,17.070598602294922,4.314025402069092,3.9910671710968018,4.3744587898254395,4.391047477722168,0.0,0.09375,0.0625,0.0,0.862884521484375
47,16.810928344726562,4.209031105041504,4.3126702308654785,4.213269233703613,4.075956344604492,0.0625,0.0625,0.0,0.09375,0.862884521484375
48,18.35280418395996,4.5611724853515625,4.507685661315918,4.365989685058594,4.917956352233887,0.0625,0.0,0.0,0.03125,0.862884521484375
49,17.712526321411133,4.428890705108643,4.5999250411987305,4.207295894622803,4.476414203643799,0.03125,0.0,0.03125,0.0,0.862884521484375
50,18.42459487915039,4.893567085266113,4.713326930999756,4.458419322967529,4.359280586242676,0.0,0.03125,0.0,0.0,0.862884521484375
51,18.336483001708984,4.506842613220215,4.648236274719238,4.537888526916504,4.643515586853027,0.0,0.0,0.0,0.0,0.862884521484375
52,17.538293838500977,4.424802780151367,4.394769191741943,4.237759590148926,4.480961322784424,0.03125,0.03125,0.03125,0.0,0.862884521484375
53,17.82773208618164,4.445460796356201,4.313302516937256,4.538968563079834,4.529999732971191,0.0625,0.0625,0.0,0.0,0.862884521484375
54,17.220033645629883,4.264746189117432,4.095914840698242,4.440332412719727,4.419040203094482,0.03125,0.125,0.03125,0.03125,0.862884521484375
55,18.060007095336914,4.408262252807617,4.346067428588867,4.731653690338135,4.574024200439453,0.0625,0.0625,0.0,0.03125,0.862884521484375
56,17.415306091308594,4.617714881896973,4.3814849853515625,4.220981121063232,4.195125102996826,0.03125,0.0625,0.03125,0.0625,0.862884521484375
57,17.152812957763672,3.991511821746826,4.508135795593262,4.328934669494629,4.324231147766113,0.15625,0.0,0.09375,0.0,0.862884521484375
58,17.763004302978516,4.582592010498047,4.261567115783691,4.4331793785095215,4.485665321350098,0.0625,0.03125,0.0625,0.03125,0.862884521484375
59,18.06664276123047,4.288147926330566,4.581485271453857,4.820039749145508,4.376969337463379,0.03125,0.0,0.0,0.0625,0.862884521484375
60,17.9676513671875,4.335830211639404,4.274022102355957,4.768853187561035,4.588946342468262,0.0,0.03125,0.0,0.03125,0.862884521484375
61,16.596267700195312,4.1731109619140625,4.124785423278809,4.088866233825684,4.209505558013916,0.0625,0.0625,0.0625,0.0,0.862884521484375
62,17.499858856201172,4.326871871948242,4.462161064147949,4.418598175048828,4.292227268218994,0.03125,0.03125,0.03125,0.03125,0.862884521484375
63,17.999832153320312,4.430440902709961,4.579793930053711,4.419572830200195,4.5700249671936035,0.0,0.0,0.03125,0.03125,0.862884521484375
64,17.977703094482422,4.802650451660156,4.298549652099609,4.210109233856201,4.666394233703613,0.0,0.0625,0.0625,0.0625,0.862884521484375
65,17.914264678955078,4.443706512451172,4.364015102386475,4.483099460601807,4.623443126678467,0.0,0.09375,0.0,0.03125,0.862884521484375
66,17.49301528930664,4.4715256690979,4.490566253662109,4.3115339279174805,4.219389915466309,0.0625,0.0,0.0,0.0,0.862884521484375
67,17.73387336730957,4.298875331878662,4.349818229675293,4.52842903137207,4.556751251220703,0.0,0.03125,0.03125,0.0,0.862884521484375
68,17.708763122558594,4.537917613983154,4.380076885223389,4.577513694763184,4.213255882263184,0.0,0.0,0.0625,0.03125,0.862884521484375
69,17.807262420654297,4.371649742126465,4.25885009765625,4.6849517822265625,4.491809844970703,0.03125,0.03125,0.03125,0.0,0.862884521484375
70,17.55609130859375,4.195041656494141,4.4138875007629395,4.4968109130859375,4.450351715087891,0.0,0.03125,0.0625,0.0625,0.862884521484375
71,17.85529327392578,4.4422607421875,4.490874290466309,4.628565788269043,4.293591499328613,0.0,0.0,0.0,0.03125,0.862884521484375
72,17.4371280670166,4.358129501342773,4.309803009033203,4.425652503967285,4.343542575836182,0.03125,0.03125,0.0,0.03125,0.862884521484375
73,17.551259994506836,4.425688743591309,4.36562442779541,4.412247657775879,4.347699165344238,0.0,0.03125,0.0,0.03125,0.862884521484375
74,17.743385314941406,4.393827438354492,4.407418251037598,4.296857833862305,4.645280838012695,0.03125,0.03125,0.0,0.0,0.862884521484375
75,18.536245346069336,4.482387542724609,4.612923622131348,4.766160488128662,4.674774646759033,0.0,0.0,0.0,0.0,0.862884521484375
76,18.089078903198242,4.774444103240967,4.385692596435547,4.435693740844727,4.493247985839844,0.0,0.0,0.0625,0.0,0.862884521484375
77,17.530780792236328,4.357937812805176,4.431576728820801,4.318983554840088,4.422283172607422,0.0,0.03125,0.0,0.0,0.862884521484375
78,17.73650360107422,4.318385124206543,4.31130838394165,4.69052791595459,4.416280746459961,0.0625,0.0,0.0,0.0,0.862884521484375
79,17.306262969970703,4.513741493225098,4.458041191101074,4.276586532592773,4.057894706726074,0.03125,0.0,0.0625,0.0625,0.862884521484375
80,16.840059280395508,4.42655086517334,4.1859917640686035,3.9693188667297363,4.258198261260986,0.03125,0.0625,0.0625,0.0,0.862884521484375
81,17.700603485107422,4.324557304382324,4.366335868835449,4.6927170753479,4.3169941902160645,0.0,0.0,0.0,0.0,0.862884521484375
82,18.062482833862305,4.5278472900390625,4.6905646324157715,4.407758712768555,4.436311721801758,0.0,0.0,0.0,0.0,0.862884521484375
83,17.296138763427734,4.314104080200195,4.103303909301758,4.523813247680664,4.354918479919434,0.03125,0.03125,0.0,0.03125,0.862884521484375
84,16.364912033081055,4.186374187469482,3.9510297775268555,4.106548309326172,4.120960235595703,0.0625,0.125,0.03125,0.0625,0.862884521484375
85,17.846960067749023,4.505618095397949,4.314628601074219,4.479545593261719,4.547167778015137,0.0,0.0625,0.0,0.0,0.862884521484375
86,16.752155303955078,4.160278797149658,4.191854476928711,4.254840850830078,4.145180702209473,0.0625,0.03125,0.0,0.03125,0.862884521484375
87,16.852264404296875,4.158463954925537,4.191499710083008,4.320051193237305,4.182248115539551,0.0625,0.0625,0.0,0.03125,0.862884521484375
88,17.413423538208008,4.416079044342041,4.252213954925537,4.342266082763672,4.402864456176758,0.03125,0.0,0.0,0.03125,0.862884521484375
89,16.40729522705078,4.036206245422363,4.106700897216797,4.194565773010254,4.069821834564209,0.0,0.03125,0.0625,0.03125,0.862884521484375
90,16.40461540222168,4.210986137390137,4.131345748901367,4.136150360107422,3.926133155822754,0.0,0.0625,0.03125,0.0625,0.862884521484375
91,17.82813262939453,4.4241743087768555,4.47532844543457,4.416166305541992,4.51246452331543,0.0625,0.0625,0.0,0.03125,0.862884521484375
92,16.74629020690918,4.309060573577881,4.166505336761475,4.30441427230835,3.9663100242614746,0.0625,0.0625,0.09375,0.09375,0.862884521484375
93,16.95779800415039,4.15286922454834,4.207683563232422,4.418402671813965,4.178841590881348,0.0625,0.0625,0.03125,0.03125,0.862884521484375
94,17.065242767333984,4.2946648597717285,4.230870723724365,4.3486409187316895,4.191067695617676,0.03125,0.03125,0.03125,0.0625,0.862884521484375
95,17.88098907470703,4.703058242797852,4.514588832855225,4.344728469848633,4.318613052368164,0.0,0.0,0.0,0.0625,0.862884521484375
96,16.94432258605957,4.033964157104492,4.399418830871582,4.323477745056152,4.187461853027344,0.03125,0.03125,0.03125,0.0,0.862884521484375
97,17.180675506591797,4.492240905761719,4.29034423828125,4.192509651184082,4.20557975769043,0.0,0.0,0.0,0.03125,0.862884521484375
98,17.814502716064453,4.876620769500732,4.3558878898620605,4.127408027648926,4.454585075378418,0.0,0.03125,0.03125,0.03125,0.862884521484375
99,16.301197052001953,4.280590057373047,3.8409321308135986,4.064611434936523,4.11506462097168,0.0,0.09375,0.0625,0.09375,0.862884521484375
100,17.65351104736328,4.411937713623047,4.426902770996094,4.435322284698486,4.379347801208496,0.03125,0.0,0.0625,0.0,0.862884521484375
101,17.073654174804688,4.228127479553223,4.201886177062988,4.270356178283691,4.373284339904785,0.0625,0.0,0.0625,0.03125,0.862884521484375
102,17.734935760498047,4.530505657196045,4.472584247589111,4.469400405883789,4.262445449829102,0.0625,0.0,0.0,0.03125,0.862884521484375
103,17.825626373291016,4.54427433013916,4.433021545410156,4.367828369140625,4.480502128601074,0.0625,0.03125,0.0,0.0,0.862884521484375
104,17.797893524169922,4.714818954467773,4.281341552734375,4.306497573852539,4.495234966278076,0.0,0.0625,0.0,0.03125,0.862884521484375
105,17.562150955200195,4.40837287902832,4.177243709564209,4.345865726470947,4.630668640136719,0.0,0.03125,0.03125,0.0,0.862884521484375
106,17.20821189880371,4.3404541015625,4.2529754638671875,4.347813606262207,4.266968727111816,0.09375,0.0625,0.0,0.0,0.862884521484375
107,16.598194122314453,4.238500595092773,4.101230144500732,4.07111930847168,4.187343597412109,0.03125,0.0,0.03125,0.03125,0.862884521484375
108,17.358142852783203,4.223751068115234,4.254959583282471,4.282517433166504,4.596915245056152,0.0,0.0,0.03125,0.03125,0.862884521484375
109,16.988243103027344,4.4726057052612305,4.043375492095947,4.222478866577148,4.249783515930176,0.0,0.03125,0.03125,0.0,0.862884521484375
