,loss,c1_loss,c2_loss,c3_loss,c4_loss,c1_acc,c2_acc,c3_acc,c4_acc,accuracy
0,21.61826515197754,5.243979454040527,5.012060165405273,5.312227249145508,6.049997806549072,0.0,0.0,0.0,0.0,0.421875
1,20.540306091308594,5.207139492034912,4.969164848327637,5.005810737609863,5.358190536499023,0.03125,0.03125,0.0,0.0,0.421875
2,19.866519927978516,4.665007591247559,4.871824264526367,5.162353992462158,5.16733455657959,0.0,0.0,0.03125,0.0,0.421875
3,17.292848587036133,4.472417831420898,4.182653427124023,4.0681657791137695,4.569611549377441,0.125,0.0625,0.09375,0.0625,0.421875
4,15.346345901489258,3.7588412761688232,3.707077741622925,3.7841572761535645,4.0962700843811035,0.21875,0.28125,0.1875,0.15625,0.421875
5,18.99518394470215,5.102295875549316,4.409841537475586,5.167454242706299,4.315592288970947,0.0,0.03125,0.03125,0.09375,0.421875
6,18.076732635498047,4.435498237609863,4.644986152648926,4.283858776092529,4.71238899230957,0.03125,0.03125,0.03125,0.0625,0.421875
7,15.223169326782227,4.006724834442139,3.347337245941162,3.8092637062072754,4.059842586517334,0.0625,0.25,0.15625,0.125,0.421875
8,18.430971145629883,4.6747026443481445,4.717926025390625,4.638195037841797,4.400147914886475,0.0,0.0,0.0,0.0,0.421875
9,15.740562438964844,3.8783674240112305,4.241792678833008,3.9426255226135254,3.67777681350708,0.1875,0.03125,0.125,0.1875,0.421875
10,15.206716537475586,3.541499376296997,4.1256937980651855,3.8109164237976074,3.728607177734375,0.09375,0.09375,0.125,0.0625,0.421875
11,15.905216217041016,4.02302360534668,3.53983211517334,3.881985664367676,4.46037483215332,0.03125,0.15625,0.03125,0.0625,0.421875
12,15.68349838256836,3.587397575378418,3.8775360584259033,3.742389440536499,4.476175785064697,0.0625,0.125,0.09375,0.0,0.421875
13,16.80536460876465,4.185039520263672,4.317338943481445,4.422514915466309,3.8804709911346436,0.0625,0.03125,0.0,0.09375,0.421875
14,15.689512252807617,4.101912021636963,4.183948516845703,3.851820468902588,3.5518317222595215,0.0,0.0625,0.03125,0.125,0.421875
15,16.053882598876953,3.906794786453247,4.331320762634277,3.9300811290740967,3.8856868743896484,0.03125,0.03125,0.03125,0.0,0.421875
16,15.447690963745117,3.7644457817077637,4.0166544914245605,3.8761165142059326,3.790473461151123,0.125,0.03125,0.0,0.0625,0.421875
17,16.664203643798828,4.260544776916504,4.124736309051514,4.102632522583008,4.176291465759277,0.0,0.0,0.03125,0.09375,0.421875
18,16.561138153076172,4.0818915367126465,4.216801643371582,4.262218475341797,4.000226974487305,0.03125,0.03125,0.03125,0.0,0.421875
19,16.381128311157227,4.1714277267456055,4.1119279861450195,4.180020809173584,3.9177515506744385,0.0,0.0,0.03125,0.03125,0.421875
20,16.30202293395996,3.790601968765259,4.2186713218688965,4.273470878601074,4.019278526306152,0.09375,0.03125,0.0,0.0,0.421875
21,14.637917518615723,3.749288320541382,3.8649227619171143,3.4640188217163086,3.559687614440918,0.0625,0.0625,0.09375,0.03125,0.421875
22,15.1002836227417,3.8711116313934326,3.663508415222168,3.6455187797546387,3.9201438426971436,0.03125,0.03125,0.03125,0.0,0.421875
23,15.055183410644531,3.7997353076934814,3.796161651611328,3.6407060623168945,3.818580389022827,0.0625,0.0,0.03125,0.0625,0.421875
24,15.053689002990723,3.718600034713745,3.889362335205078,3.761396646499634,3.6843297481536865,0.0625,0.03125,0.09375,0.09375,0.421875
25,17.350332260131836,4.598750591278076,4.221087455749512,4.424998760223389,4.105495929718018,0.0625,0.0625,0.0,0.125,0.421875
26,14.754989624023438,3.838784694671631,3.762922763824463,3.6972503662109375,3.456031322479248,0.0625,0.0,0.0,0.09375,0.421875
