epoch;c1_acc;c1_loss;c2_acc;c2_loss;c3_acc;c3_loss;c4_acc;c4_loss;loss;val_c1_acc;val_c1_loss;val_c2_acc;val_c2_loss;val_c3_acc;val_c3_loss;val_c4_acc;val_c4_loss;val_loss
0;0.0948486328125;3.8724542007548735;0.15484619140625;3.5182113320333883;0.1666259765625;3.453339966596104;0.178070068359375;3.405824479588773;14.249830001033843;0.359130859375;2.3599674832075834;0.484619140625;1.7854176089167595;0.52001953125;1.6900218045338988;0.5634765625;1.4941177414730191;7.329524707049131
1;0.64495849609375;1.2165260355977807;0.6715087890625;1.1450160425156355;0.69512939453125;1.0845111859816825;0.752899169921875;0.8399667150661116;4.286019987659529;0.65234375;1.223254807293415;0.64111328125;1.2466944283805788;0.645751953125;1.2659184858202934;0.7275390625;0.959479995071888;4.695347724482417
2;0.850067138671875;0.4888438190173474;0.812835693359375;0.6285522478283383;0.81951904296875;0.6472081773827085;0.8695068359375;0.44733111083041877;2.2119353523594327;0.3232421875;2.681498230434954;0.34228515625;2.9694011388346553;0.296875;3.1036562137305737;0.411376953125;2.254356160759926;11.008911773562431
3;0.89947509765625;0.3168695369968191;0.860992431640625;0.46265871350624366;0.86138916015625;0.4859060926755774;0.90081787109375;0.3369974495690258;1.6024317892151885;0.414794921875;2.4904500544071198;0.376708984375;2.8569714399054646;0.371337890625;2.829399809241295;0.4091796875;2.5606343960389495;10.737455740571022
4;0.918365478515625;0.2560213477117941;0.88665771484375;0.3774590365574113;0.883880615234375;0.39382809909875505;0.919586181640625;0.2764078502841585;1.3037163359404076;0.3486328125;2.8559320038184524;0.35009765625;3.37236937135458;0.29443359375;3.6735270619392395;0.387939453125;2.8473248910158873;12.749153353273869
5;0.929412841796875;0.2180274992415434;0.90081787109375;0.316469352461354;0.901580810546875;0.33474970659517567;0.932342529296875;0.23002847875068255;1.0992750381701626;0.92333984375;0.2184568775992375;0.87451171875;0.4237980882753618;0.855712890625;0.44816071301465854;0.894287109375;0.3739229450293351;1.4643386267125607
6;0.934173583984375;0.19954409096862946;0.91363525390625;0.2777499753756274;0.912322998046875;0.2962435108202044;0.9381103515625;0.21433156603598036;0.9878691418853123;0.40087890625;2.503958742134273;0.472900390625;2.204119296744466;0.439453125;2.3879839992150664;0.51513671875;2.0855333376675844;9.181595407426357
7;0.94036865234375;0.18061504052820965;0.922698974609375;0.25414572547924763;0.9176025390625;0.27577141880556155;0.941741943359375;0.20265119398663956;0.9131833804422058;0.8935546875;0.4276439717505127;0.851318359375;0.5202389571350068;0.86767578125;0.48360073706135154;0.8857421875;0.4297673041000962;1.8612509667873383
8;0.9490966796875;0.15943735145719984;0.927734375;0.23088691020166152;0.923919677734375;0.24856327140605572;0.947723388671875;0.17552036672532267;0.8144079023040831;0.79443359375;0.6713918132008985;0.75537109375;0.9421667950227857;0.75732421875;0.929465718800202;0.80322265625;0.7469546212814748;3.289978927001357
9;0.9486083984375;0.15712637047909084;0.933746337890625;0.2146349638051106;0.929473876953125;0.2375892446953003;0.948944091796875;0.1760595620953609;0.7854101403063396;0.9267578125;0.25870263297110796;0.880859375;0.39218148693908006;0.887451171875;0.370220837125089;0.911376953125;0.31392886297544464;1.3350338242016733
